ID_observacion;ID_anuncio;ID_conjunto_anuncios;ID_campania;Fecha_publicacion_anuncio;Fecha_captura_informacion;Gasto;Moneda;Country;Visitas_al_50;Visitas_al_75;Visitas_al100;Fuente;Brand;Objetivo_campania;Formato;Nombre_campania;Impresiones
ID_V_000020;1204154383111530000;i27650867;i22548090;Wed, 11 Dec 2019 00:00:00 GMT;Sat, 21 Dec 2019 00:00:00 GMT;74.96;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Imagen;AON;28969
ID_V_000021;1204154272482510000;i27650298;i22547652;Wed, 11 Dec 2019 00:00:00 GMT;Thu, 12 Dec 2019 00:00:00 GMT;60.29;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Imagen;AON;20471
ID_V_000022;1204154272482510000;i27650298;i22547652;Wed, 11 Dec 2019 00:00:00 GMT;Fri, 13 Dec 2019 00:00:00 GMT;81.13;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Imagen;AON;26959
ID_V_000023;1204154272482510000;i27650298;i22547652;Wed, 11 Dec 2019 00:00:00 GMT;Sun, 22 Dec 2019 00:00:00 GMT;74.8;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Imagen;AON;27363
ID_V_000024;1204154272482510000;i27650559;i22547845;Wed, 11 Dec 2019 00:00:00 GMT;Sat, 21 Dec 2019 00:00:00 GMT;74.83;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Imagen;AON;29447
ID_V_000025;1204154272482510000;i27650559;i22547845;Wed, 11 Dec 2019 00:00:00 GMT;Mon, 23 Dec 2019 00:00:00 GMT;74.83;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Imagen;AON;30121
ID_V_000026;1200176017245190000;i27512098;i22460014;Fri, 29 Nov 2019 00:00:00 GMT;Sat, 30 Nov 2019 00:00:00 GMT;1250;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Imagen;AON;257240
ID_V_000027;1175155584192180000;i26765771;i21953858;Tue, 24 Sep 2019 00:00:00 GMT;Thu, 26 Sep 2019 00:00:00 GMT;214.28;USD;PE;13302;7904;5295;Twitter;CUSQUENA;Video Views;Video;GASTRONOMIA;65360
ID_V_000028;1170326060094880000;i26603129;i21842289;Mon, 09 Sep 2019 00:00:00 GMT;Wed, 11 Sep 2019 00:00:00 GMT;214.28;USD;PE;27975;19773;14995;Twitter;CUSQUENA;Video Views;Video;GASTRONOMIA;65629
ID_V_000029;1170326060094880000;i26603129;i21842289;Mon, 09 Sep 2019 00:00:00 GMT;Thu, 12 Sep 2019 00:00:00 GMT;214.28;USD;PE;22893;15658;11747;Twitter;CUSQUENA;Video Views;Video;GASTRONOMIA;65544
ID_V_000030;1166049149671950000;i26466689;i21750921;Tue, 27 Aug 2019 00:00:00 GMT;Tue, 27 Aug 2019 00:00:00 GMT;316.66;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Imagen;GASTRONOMIA;118655
ID_V_000031;1166049149671950000;i26466689;i21750921;Tue, 27 Aug 2019 00:00:00 GMT;Wed, 28 Aug 2019 00:00:00 GMT;316.66;USD;PE;1;1;1;Twitter;CUSQUENA;Engagement;Imagen;GASTRONOMIA;111515
ID_V_000032;1166049149671950000;i26466689;i21750921;Tue, 27 Aug 2019 00:00:00 GMT;Tue, 27 Aug 2019 00:00:00 GMT;316.66;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Imagen;GASTRONOMIA;118655
ID_V_000033;1166049149671950000;i26466689;i21750921;Tue, 27 Aug 2019 00:00:00 GMT;Wed, 28 Aug 2019 00:00:00 GMT;316.66;USD;PE;1;1;1;Twitter;CUSQUENA;Engagement;Imagen;GASTRONOMIA;111515
ID_V_000034;1166049149671950000;i26466689;i21750921;Tue, 27 Aug 2019 00:00:00 GMT;Thu, 29 Aug 2019 00:00:00 GMT;316.66;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Imagen;GASTRONOMIA;117146
ID_V_000035;1164651746574190000;i26436061;i21730391;Fri, 23 Aug 2019 00:00:00 GMT;Fri, 23 Aug 2019 00:00:00 GMT;315.659488;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Imagen;GASTRONOMIA;108687
ID_V_000036;1164651746574190000;i26436061;i21730391;Fri, 23 Aug 2019 00:00:00 GMT;Sat, 24 Aug 2019 00:00:00 GMT;312.316943;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Imagen;GASTRONOMIA;113640
ID_V_000037;1164651746574190000;i26436061;i21730391;Fri, 23 Aug 2019 00:00:00 GMT;Sun, 25 Aug 2019 00:00:00 GMT;316.66;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Imagen;GASTRONOMIA;115294
ID_V_000038;1163600758631270000;i26417838;i21718245;Wed, 21 Aug 2019 00:00:00 GMT;Thu, 22 Aug 2019 00:00:00 GMT;48.671031;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Encuesta;GASTRONOMY;17701
ID_V_000039;1163600758631270000;i26417838;i21718245;Wed, 21 Aug 2019 00:00:00 GMT;Wed, 21 Aug 2019 00:00:00 GMT;50;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Encuesta;GASTRONOMY;17398
ID_V_000040;1161319827480460000;i26358183;i21680981;Thu, 15 Aug 2019 00:00:00 GMT;Sat, 17 Aug 2019 00:00:00 GMT;291.66;USD;PE;19282;10527;6706;Twitter;CUSQUENA;Video Views;Video;GASTRONOMIA;87653
ID_V_000041;1161319827480460000;i26358183;i21680981;Thu, 15 Aug 2019 00:00:00 GMT;Thu, 15 Aug 2019 00:00:00 GMT;291.66;USD;PE;17544;10095;6660;Twitter;CUSQUENA;Video Views;Video;GASTRONOMIA;71147
ID_V_000042;1161319827480460000;i26358183;i21680981;Thu, 15 Aug 2019 00:00:00 GMT;Mon, 19 Aug 2019 00:00:00 GMT;291.66;USD;PE;17455;9615;6164;Twitter;CUSQUENA;Video Views;Video;GASTRONOMIA;85846
ID_V_000043;1156684926084710000;i26210979;i21580745;Wed, 31 Jul 2019 00:00:00 GMT;Wed, 31 Jul 2019 00:00:00 GMT;944.491613;USD;PE;2;1;2;Twitter;CUSQUENA;Engagement;Encuesta;AON;225300
ID_V_000044;1149742667653180000;i26022561;i21459118;Fri, 12 Jul 2019 00:00:00 GMT;Sun, 14 Jul 2019 00:00:00 GMT;299.270797;USD;PE;29136;23092;19853;Twitter;CUSQUENA;Engagement;Video;AON;79345
ID_V_000045;1149742667653180000;i26022561;i21459118;Fri, 12 Jul 2019 00:00:00 GMT;Mon, 15 Jul 2019 00:00:00 GMT;285.559354;USD;PE;22747;17696;15060;Twitter;CUSQUENA;Engagement;Video;AON;77984
ID_V_000046;1149740226861920000;i26022556;i21459113;Fri, 12 Jul 2019 00:00:00 GMT;Fri, 12 Jul 2019 00:00:00 GMT;300;USD;PE;10099;7586;6536;Twitter;CUSQUENA;Engagement;Video;AON;49253
ID_V_000047;1149740226861920000;i26022556;i21459113;Fri, 12 Jul 2019 00:00:00 GMT;Sat, 13 Jul 2019 00:00:00 GMT;300;USD;PE;22493;17622;15273;Twitter;CUSQUENA;Engagement;Video;AON;80290
ID_V_000048;1147642132477500000;i25981182;i21432702;Tue, 09 Jul 2019 00:00:00 GMT;Tue, 09 Jul 2019 00:00:00 GMT;300;USD;PE;34921;24240;18117;Twitter;CUSQUENA;Video Views;Video;AON;78911
ID_V_000049;1144630149364800000;i25873858;i21366274;Fri, 28 Jun 2019 00:00:00 GMT;Fri, 28 Jun 2019 00:00:00 GMT;785.513749;USD;PE;42096;33737;30123;Twitter;CUSQUENA;Engagement;Video;AON;139059
ID_V_000050;1143694888309080000;i25873878;i21366293;Fri, 28 Jun 2019 00:00:00 GMT;Sun, 30 Jun 2019 00:00:00 GMT;400;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Imagen;AON;154777
ID_V_000051;1142233011959800000;i25795779;i21319362;Fri, 21 Jun 2019 00:00:00 GMT;Sun, 23 Jun 2019 00:00:00 GMT;750;USD;PE;0;0;0;Twitter;CUSQUENA;Engagement;Encuesta;AON;228171
ID_V_000052;1136292264672720000;i25608626;i21206311;Wed, 05 Jun 2019 00:00:00 GMT;Wed, 05 Jun 2019 00:00:00 GMT;437.5;USD;PE;12200;9134;7507;Twitter;CUSQUENA;Video Views;Video;AON;30960
ID_V_000053;1136292264672720000;i25608626;i21206311;Wed, 05 Jun 2019 00:00:00 GMT;Thu, 06 Jun 2019 00:00:00 GMT;437.5;USD;PE;59499;45133;37176;Twitter;CUSQUENA;Video Views;Video;AON;115748
ID_V_000054;1136292264672720000;i25608626;i21206311;Wed, 05 Jun 2019 00:00:00 GMT;Fri, 07 Jun 2019 00:00:00 GMT;437.5;USD;PE;58092;43747;36081;Twitter;CUSQUENA;Video Views;Video;AON;117490
ID_V_000055;23844416686270500;23844416686250500;23844416686230500;Sat, 28 Dec 2019 00:00:00 GMT;Mon, 30 Dec 2019 00:00:00 GMT;137.27;USD;PE;10920;6814;4986;FB + IG;CUSQUENA;Engagement;Video;FIN DE ANO;208022
ID_V_000056;23844416686270500;23844416686250500;23844416686230500;Sat, 28 Dec 2019 00:00:00 GMT;Tue, 31 Dec 2019 00:00:00 GMT;7.45;USD;PE;686;346;232;FB + IG;CUSQUENA;Engagement;Video;FIN DE ANO;21055
ID_V_000057;23844410475680500;23844380950960500;23844380950940500;Thu, 26 Dec 2019 00:00:00 GMT;Thu, 26 Dec 2019 00:00:00 GMT;25.25614142;USD;PE;3728;2651;1711;FB + IG;CUSQUENA;Video Views;Video;AON;44361
ID_V_000058;23844410475680500;23844380950960500;23844380950940500;Thu, 26 Dec 2019 00:00:00 GMT;Fri, 27 Dec 2019 00:00:00 GMT;7.94;USD;PE;1307;1047;835;FB + IG;CUSQUENA;Video Views;Video;AON;12702
ID_V_000059;23844380968630500;23844380950960500;23844380950940500;Wed, 18 Dec 2019 00:00:00 GMT;Sun, 22 Dec 2019 00:00:00 GMT;452.19;USD;PE;73579;57303;41127;FB + IG;CUSQUENA;Video Views;Video;AON;519710
ID_V_000060;23844380968630500;23844380950960500;23844380950940500;Wed, 18 Dec 2019 00:00:00 GMT;Tue, 24 Dec 2019 00:00:00 GMT;491.89;USD;PE;83106;62106;44157;FB + IG;CUSQUENA;Video Views;Video;AON;693024
ID_V_000061;23844380968630500;23844380950960500;23844380950940500;Wed, 18 Dec 2019 00:00:00 GMT;Wed, 25 Dec 2019 00:00:00 GMT;542.29;USD;PE;103292;76549;54962;FB + IG;CUSQUENA;Video Views;Video;AON;924898
ID_V_000062;23844380968630500;23844380950960500;23844380950940500;Wed, 18 Dec 2019 00:00:00 GMT;Thu, 26 Dec 2019 00:00:00 GMT;397.3989017;USD;PE;75545;57466;43093;FB + IG;CUSQUENA;Video Views;Video;AON;626060
ID_V_000063;23844380968630500;23844380950960500;23844380950940500;Wed, 18 Dec 2019 00:00:00 GMT;Fri, 27 Dec 2019 00:00:00 GMT;321.43;USD;PE;56368;43058;32793;FB + IG;CUSQUENA;Video Views;Video;AON;431925
ID_V_000064;23844380968630500;23844380950960500;23844380950940500;Wed, 18 Dec 2019 00:00:00 GMT;Sat, 28 Dec 2019 00:00:00 GMT;348.39;USD;PE;59869;44622;32818;FB + IG;CUSQUENA;Video Views;Video;AON;492994
ID_V_000065;23844380968630500;23844380950960500;23844380950940500;Wed, 18 Dec 2019 00:00:00 GMT;Sun, 29 Dec 2019 00:00:00 GMT;404.4761655;USD;PE;67090;50561;37825;FB + IG;CUSQUENA;Video Views;Video;AON;594296
ID_V_000066;23844380968630500;23844380950960500;23844380950940500;Wed, 18 Dec 2019 00:00:00 GMT;Thu, 19 Dec 2019 00:00:00 GMT;39.11;USD;PE;8833;7107;4278;FB + IG;CUSQUENA;Video Views;Video;AON;47197
ID_V_000067;23844380968630500;23844380950960500;23844380950940500;Wed, 18 Dec 2019 00:00:00 GMT;Tue, 31 Dec 2019 00:00:00 GMT;55.55906727;USD;PE;9603;6926;4174;FB + IG;CUSQUENA;Video Views;Video;AON;89069
ID_V_000068;23844380950980500;23844380950960500;23844380950940500;Wed, 18 Dec 2019 00:00:00 GMT;Sat, 21 Dec 2019 00:00:00 GMT;827.67;USD;PE;98459;83339;74114;FB + IG;CUSQUENA;Video Views;Video;AON;876787
ID_V_000069;23844380950980500;23844380950960500;23844380950940500;Wed, 18 Dec 2019 00:00:00 GMT;Tue, 24 Dec 2019 00:00:00 GMT;166.65;USD;PE;20317;16658;14014;FB + IG;CUSQUENA;Video Views;Video;AON;213322
ID_V_000070;23844380950980500;23844380950960500;23844380950940500;Wed, 18 Dec 2019 00:00:00 GMT;Wed, 25 Dec 2019 00:00:00 GMT;121.25;USD;PE;17008;13695;11463;FB + IG;CUSQUENA;Video Views;Video;AON;201289
ID_V_000071;23844329686100500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Thu, 05 Dec 2019 00:00:00 GMT;16.54;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;37032
ID_V_000072;23844329686100500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Fri, 06 Dec 2019 00:00:00 GMT;6.6;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;14508
ID_V_000073;23844329686100500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Thu, 12 Dec 2019 00:00:00 GMT;19.56;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;43509
ID_V_000074;23844329686100500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Sat, 14 Dec 2019 00:00:00 GMT;7.39;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;16280
ID_V_000075;23844329686100500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Fri, 20 Dec 2019 00:00:00 GMT;14.13;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;31776
ID_V_000076;23844329686100500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Sat, 21 Dec 2019 00:00:00 GMT;27.2;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;60433
ID_V_000077;23844329686100500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Fri, 06 Dec 2019 00:00:00 GMT;0.22;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;671
ID_V_000078;23844329686100500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Thu, 12 Dec 2019 00:00:00 GMT;1.7;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;3602
ID_V_000079;23844329686100500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Fri, 13 Dec 2019 00:00:00 GMT;1.03;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;2088
ID_V_000080;23844329686100500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Fri, 20 Dec 2019 00:00:00 GMT;1.11;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;2167
ID_V_000081;23844329686100500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Sun, 22 Dec 2019 00:00:00 GMT;3.59;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;7727
ID_V_000082;23844329680360500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Thu, 05 Dec 2019 00:00:00 GMT;66.67;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;148864
ID_V_000083;23844329680360500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Sat, 14 Dec 2019 00:00:00 GMT;212.78;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;472881
ID_V_000084;23844329680360500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Wed, 18 Dec 2019 00:00:00 GMT;146.29;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;325621
ID_V_000085;23844329680360500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Fri, 20 Dec 2019 00:00:00 GMT;194.99;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;432612
ID_V_000086;23844329680360500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Sat, 21 Dec 2019 00:00:00 GMT;216.34;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;480180
ID_V_000087;23844329680360500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Tue, 10 Dec 2019 00:00:00 GMT;27.58;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;61529
ID_V_000088;23844329680360500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Thu, 12 Dec 2019 00:00:00 GMT;30.06;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;67000
ID_V_000089;23844329680360500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Fri, 20 Dec 2019 00:00:00 GMT;13.87;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;31606
ID_V_000090;23844329680360500;23844259700440500;23844259700400500;Thu, 05 Dec 2019 00:00:00 GMT;Sun, 22 Dec 2019 00:00:00 GMT;21.61;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;46701
ID_V_000091;23844326613060500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Wed, 04 Dec 2019 00:00:00 GMT;12.21;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;32356
ID_V_000092;23844326609030500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Thu, 05 Dec 2019 00:00:00 GMT;49.19;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;118791
ID_V_000093;23844326609030500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Wed, 04 Dec 2019 00:00:00 GMT;1.19;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;4096
ID_V_000094;23844326609030500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Thu, 05 Dec 2019 00:00:00 GMT;6.01;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;19622
ID_V_000095;23844326601380500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Wed, 18 Dec 2019 00:00:00 GMT;606.7813936;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;965990
ID_V_000096;23844326601380500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Thu, 19 Dec 2019 00:00:00 GMT;638.2705096;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;1021640
ID_V_000097;23844326601380500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Sat, 07 Dec 2019 00:00:00 GMT;279.3;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;555944
ID_V_000098;23844326601380500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Wed, 11 Dec 2019 00:00:00 GMT;309.23;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;564892
ID_V_000099;23844326601380500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Tue, 17 Dec 2019 00:00:00 GMT;505.87;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;814507
ID_V_000100;23844326601380500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Thu, 12 Dec 2019 00:00:00 GMT;98.73;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;141575
ID_V_000101;23844326601380500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Sat, 14 Dec 2019 00:00:00 GMT;52.22;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;79539
ID_V_000102;23844326601380500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Mon, 16 Dec 2019 00:00:00 GMT;62.21705523;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;120814
ID_V_000103;23844326579330500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Mon, 16 Dec 2019 00:00:00 GMT;9.7;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;20270
ID_V_000104;23844326579330500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Thu, 05 Dec 2019 00:00:00 GMT;199.78;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;548935
ID_V_000105;23844326579330500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Tue, 17 Dec 2019 00:00:00 GMT;9.98;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;13237
ID_V_000106;23844326579330500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Fri, 20 Dec 2019 00:00:00 GMT;0.14;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;297
ID_V_000107;23844326579330500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Sat, 21 Dec 2019 00:00:00 GMT;0.28;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;438
ID_V_000108;23844326579330500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Sun, 22 Dec 2019 00:00:00 GMT;0.21;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;490
ID_V_000109;23844326579330500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Fri, 13 Dec 2019 00:00:00 GMT;0.24;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;244
ID_V_000110;23844326579330500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Sun, 15 Dec 2019 00:00:00 GMT;0.32;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;684
ID_V_000111;23844326579330500;23844326579300500;23844326579280500;Wed, 04 Dec 2019 00:00:00 GMT;Wed, 04 Dec 2019 00:00:00 GMT;0.58;USD;PE;0;0;0;FB + IG;CUSQUENA;Brand Awareness;Imagen;AON;1023
